Store,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,DayOfWeek,IsWeekend,lag_1,lag_2,lag_4,rolling_mean_4,rolling_mean_12
9,1,45.92,2.943,214.9268131,6.56,2010,12,52,4,0,873347.55,685243.2,578164.82,688719.3474999999,584704.2608333334
9,0,41.82,2.976,214.9234729,6.416,2011,1,1,4,0,459770.85,873347.55,618121.82,659120.855,580929.3975000001
9,0,36.43,2.983,214.9749587,6.416,2011,1,2,4,0,490981.78,459770.85,685243.2,627335.845,583947.0724999999
9,0,44.72,3.016,215.3554013,6.416,2011,1,3,4,0,458086.69,490981.78,873347.55,570546.7175,583260.7333333333
9,0,43.9,3.01,215.7358438,6.416,2011,1,4,4,0,454021.69,458086.69,459770.85,465715.2525,578695.7400000001
9,0,31.82,2.989,216.1162864,6.416,2011,2,5,4,0,463561.48,454021.69,490981.78,466662.91000000003,574170.0325
9,1,34.13,3.022,216.496729,6.416,2011,2,6,4,0,544612.28,463561.48,458086.69,480070.535,576150.4991666666
9,0,58.5,3.045,216.8154856,6.416,2011,2,7,4,0,555279.02,544612.28,454021.69,504368.6175,579105.1425
9,0,59.01,3.065,217.1095679,6.416,2011,2,8,4,0,610985.56,555279.02,463561.48,543609.585,566014.7283333334
9,0,60.67,3.288,217.4036503,6.416,2011,3,9,4,0,513107.2,610985.56,544612.28,555996.015,560593.26
9,0,54.75,3.459,217.6977326,6.416,2011,3,10,4,0,542016.18,513107.2,555279.02,555346.99,554251.1233333334
9,0,63.82,3.488,217.9563371,6.416,2011,3,11,4,0,517783.5,542016.18,610985.56,545973.1100000001,540296.1483333333
9,0,68.79,3.473,218.2007506,6.416,2011,3,12,4,0,515226.11,517783.5,513107.2,522033.24750000006,510452.69500000007
9,0,56.12,3.524,218.445164,6.38,2011,4,13,4,0,497488.4,515226.11,542016.18,518128.54750000004,513595.82416666666
9,0,71.4,3.622,218.6895775,6.38,2011,4,14,4,0,520962.14,497488.4,517783.5,512865.0375,516094.18750000006
9,0,71.9,3.743,218.9134935,6.38,2011,4,15,4,0,561625.92,520962.14,515226.11,523825.6425,524722.4566666667
9,0,72.35,3.807,219.0861659,6.38,2011,4,16,4,0,528420.28,561625.92,497488.4,527124.185,530922.3391666667
9,0,70.85,3.81,219.2588382,6.38,2011,4,17,4,0,549502.11,528420.28,520962.14,540127.6125,538084.0583333333
9,0,62.2,3.906,219.4315106,6.38,2011,5,18,4,0,532226.2,549502.11,561625.92,542943.6275,537051.885
9,0,77.66,3.899,219.6041829,6.38,2011,5,19,4,0,545251.1,532226.2,528420.28,538849.9225,536216.225
9,0,70.49,3.907,219.3622809,6.38,2011,5,20,4,0,539126.0,545251.1,549502.11,541526.3525,530227.9283333333
9,0,80.42,3.786,219.1203788,6.38,2011,5,21,4,0,518266.9,539126.0,532226.2,533717.55,530657.9033333333
9,0,85.8,3.699,218.8784768,6.38,2011,6,22,4,0,553834.04,518266.9,545251.1,539119.51,531642.725
9,0,85.81,3.648,218.6365747,6.38,2011,6,23,4,0,587004.29,553834.04,539126.0,549557.8075,537411.1241666666
9,0,89.15,3.637,218.5877333,6.38,2011,6,24,4,0,550076.32,587004.29,518266.9,552295.3875,540315.3083333332
9,0,86.74,3.594,218.6836874,6.38,2011,6,25,4,0,558671.14,550076.32,553834.04,562396.4475,545413.87
9,0,89.14,3.524,218.7796415,6.404,2011,7,26,4,0,538745.93,558671.14,587004.29,558624.42,546895.8524999999
9,0,89.04,3.48,218.8755955,6.404,2011,7,27,4,0,537064.03,538745.93,550076.32,546139.355,544849.0283333333
9,0,90.45,3.575,218.9607242,6.404,2011,7,28,4,0,535983.13,537064.03,558671.14,542616.0575,545479.2658333334
9,0,89.08,3.651,219.0187895,6.404,2011,7,29,4,0,512834.04,535983.13,538745.93,531156.7825,542423.5933333334
9,0,91.1,3.682,219.0768548,6.404,2011,7,30,4,0,491449.94,512834.04,537064.03,519332.78500000003,539025.5716666667
9,0,91.52,3.684,219.1349201,6.404,2011,8,31,4,0,471449.98,491449.94,535983.13,502929.27249999996,532875.4783333334
9,0,91.63,3.638,219.1929854,6.404,2011,8,32,4,0,554879.67,471449.98,512834.04,507653.40750000003,534188.2841666667
9,0,85.8,3.554,219.2556109,6.404,2011,8,33,4,0,520284.79,554879.67,491449.94,509516.09500000003,534356.4416666667
9,0,88.95,3.523,219.3189965,6.404,2011,8,34,4,0,540819.44,520284.79,471449.98,521858.47,533271.8916666667
9,0,89.33,3.533,219.382382,6.404,2011,9,35,4,0,542663.53,540819.44,554879.67,539661.8574999999,529576.8283333333
9,1,75.65,3.546,219.4457675,6.404,2011,9,36,4,0,544643.33,542663.53,520284.79,537102.7725,529124.0791666666
9,0,77.95,3.526,219.6297841,6.404,2011,9,37,4,0,528784.86,544643.33,540819.44,539227.79,526633.5558333333
9,0,74.42,3.467,219.9746423,6.404,2011,9,38,4,0,500274.03,528784.86,542663.53,529091.4375,523427.5641666667
9,0,78.45,3.355,220.3195004,6.404,2011,9,39,4,0,506743.78,500274.03,544643.33,520111.5,520900.87666666665
9,0,72.62,3.285,220.6643585,6.054,2011,10,40,4,0,508567.04,506743.78,528784.86,511092.4275,518616.20249999996
9,0,67.27,3.274,220.9836849,6.054,2011,10,41,4,0,553836.98,508567.04,500274.03,517355.4575,522033.1141666667
9,0,65.46,3.353,221.1498206,6.054,2011,10,42,4,0,529515.66,553836.98,506743.78,524665.865,525205.2575
9,0,63.96,3.372,221.3159563,6.054,2011,10,43,4,0,557075.21,529515.66,508567.04,537248.7225,532340.6933333334
9,0,54.46,3.332,221.4820921,6.054,2011,11,44,4,0,548527.49,557075.21,553836.98,547238.835,531811.3450000001
9,0,58.28,3.297,221.6482278,6.054,2011,11,45,4,0,597855.07,548527.49,529515.66,558243.3574999999,538275.535
9,0,58.8,3.308,221.8803923,6.054,2011,11,46,4,0,594574.12,597855.07,557075.21,574507.9724999999,542755.0916666667
9,1,54.32,3.236,222.1389683,6.054,2011,11,47,4,0,542414.27,594574.12,548527.49,570842.7374999999,542734.3200000001
9,0,46.84,3.172,222.3975443,6.054,2011,12,48,4,0,814753.5,542414.27,597855.07,637399.24,565243.5008333334
9,0,37.65,3.158,222.6561203,6.054,2011,12,49,4,0,613115.21,814753.5,594574.12,641214.275,572271.03
9,0,47.31,3.159,222.8825484,6.054,2011,12,50,4,0,630327.28,613115.21,542414.27,650152.565,583108.8008333333
9,0,44.43,3.112,223.0661125,6.054,2011,12,51,4,0,705557.97,630327.28,814753.5,690938.49,599676.65
9,1,43.41,3.129,223.2496766,6.054,2011,12,52,4,0,905324.68,705557.97,613115.21,713581.2849999999,632739.7866666667
9,0,47.54,3.157,223.4332408,5.667,2012,1,1,4,0,549788.36,905324.68,630327.28,697749.5725,632402.4016666667
9,0,42.44,3.261,223.6168049,5.667,2012,1,2,4,0,519585.67,549788.36,705557.97,670064.17,631574.9025
9,0,51.56,3.268,223.7114288,5.667,2012,1,3,4,0,474964.6,519585.67,905324.68,612415.8275,624732.3516666667
9,0,49.38,3.29,223.8060527,5.667,2012,1,4,4,0,480130.04,474964.6,549788.36,506117.1675,619032.5641666666
9,0,54.43,3.36,223.9006766,5.667,2012,2,5,4,0,482451.21,480130.04,519585.67,489282.88,609415.5758333333
9,1,44.03,3.409,223.9953006,5.667,2012,2,6,4,0,549967.89,482451.21,474964.6,496878.435,605698.39
9,0,43.81,3.51,224.1588663,5.667,2012,2,7,4,0,609736.12,549967.89,480130.04,530571.3150000001,611308.5441666666
9,0,53.67,3.555,224.3741384,5.667,2012,2,8,4,0,658965.05,609736.12,482451.21,575280.0675,598326.1733333333
9,0,57.2,3.63,224.5894104,5.667,2012,3,9,4,0,563578.79,658965.05,549967.89,595561.9625,594198.1383333333
9,0,54.03,3.669,224.8046825,5.667,2012,3,10,4,0,619498.28,563578.79,609736.12,612944.56,593295.7216666667
9,0,59.94,3.734,224.9594902,5.667,2012,3,11,4,0,574955.95,619498.28,658965.05,604249.5175,582412.22
9,0,58.79,3.787,225.0336786,5.667,2012,3,12,4,0,550373.57,574955.95,563578.79,577101.6475,552832.9608333333
9,0,67.87,3.845,225.107867,5.667,2012,3,13,4,0,550791.32,550373.57,619498.28,573904.78,552916.5408333333
9,0,68.83,3.891,225.1820555,5.539,2012,4,14,4,0,574985.37,550791.32,574955.95,562776.5525,557533.1825
9,0,69.19,3.891,225.2562439,5.539,2012,4,15,4,0,677885.99,574985.37,550373.57,588509.0625,574443.2983333333
9,0,68.04,3.877,225.3117488,5.539,2012,4,16,4,0,578539.86,677885.99,550791.32,595550.635,582644.1166666667
9,0,73.07,3.814,225.3672537,5.539,2012,4,17,4,0,542819.03,578539.86,574985.37,593557.5625,587674.7683333333
9,0,78.98,3.749,225.4227585,5.539,2012,5,18,4,0,550414.99,542819.03,677885.99,587414.9675,587712.0266666667
9,0,70.94,3.688,225.4782634,5.539,2012,5,19,4,0,586289.08,550414.99,578539.86,564515.74,585758.1066666667
9,0,69.52,3.63,225.4942498,5.539,2012,5,20,4,0,592572.3,586289.08,542819.03,568023.8500000001,580225.3775
9,0,79.69,3.561,225.4944288,5.539,2012,5,21,4,0,571463.93,592572.3,550414.99,575185.075,580882.4725
9,0,80.26,3.501,225.4946078,5.539,2012,6,22,4,0,547226.0,571463.93,586289.08,574387.8275,574859.7825000001
9,0,78.91,3.452,225.4947868,5.539,2012,6,23,4,0,583648.59,547226.0,592572.3,573727.7050000001,575584.1691666667
9,0,82.21,3.393,225.5070634,5.539,2012,6,24,4,0,582525.42,583648.59,571463.93,571215.985,578263.49
9,0,81.05,3.346,225.5495841,5.539,2012,6,25,4,0,564606.1,582525.42,547226.0,569501.5275,579414.7216666667
9,0,87.18,3.286,225.5921049,5.539,2012,6,26,4,0,562173.12,564606.1,583648.59,573238.3075,578347.0341666667
9,0,84.15,3.227,225.6346256,5.277,2012,7,27,4,0,544770.7,562173.12,582525.42,563518.835,567254.0933333334
9,0,82.39,3.256,225.6771463,5.277,2012,7,28,4,0,578790.36,544770.7,564606.1,562585.0700000001,567274.9683333333
9,0,83.39,3.311,225.6871121,5.277,2012,7,29,4,0,536537.64,578790.36,562173.12,555567.955,566751.5191666667
9,0,86.41,3.407,225.6970779,5.277,2012,7,30,4,0,513991.57,536537.64,544770.7,543522.5675,563716.2341666667
9,0,90.23,3.417,225.7070437,5.277,2012,8,31,4,0,495951.0,513991.57,578790.36,531317.6425000001,556188.0608333334
10,0,69.76,3.105,126.3805667,9.524,2010,4,17,4,0,1829521.83,1826241.44,2138651.97,1958871.1525000003,2007801.096666667
10,0,71.06,3.127,126.2898,9.524,2010,5,18,4,0,1790694.59,1829521.83,2041069.37,1871881.8075,1974271.5833333337
10,0,73.88,3.145,126.2085484,9.524,2010,5,19,4,0,1921432.16,1790694.59,1826241.44,1841972.505,1953055.22
10,0,78.32,3.12,126.1843871,9.524,2010,5,20,4,0,1808056.41,1921432.16,1829521.83,1837426.2475,1927607.2058333335
10,0,76.67,3.058,126.1602258,9.524,2010,5,21,4,0,1847613.58,1808056.41,1790694.59,1841949.185,1914343.7575
10,0,82.82,2.941,126.1360645,9.524,2010,6,22,4,0,1904618.17,1847613.58,1921432.16,1870430.0799999998,1907471.0975000001
10,0,89.67,3.057,126.1119032,9.524,2010,6,23,4,0,1931406.28,1904618.17,1808056.41,1872923.61,1906642.7766666666
10,0,83.49,2.935,126.114,9.524,2010,6,24,4,0,1827521.71,1931406.28,1847613.58,1877789.935,1896696.6641666666
10,0,90.32,3.084,126.1266,9.524,2010,6,25,4,0,1837636.24,1827521.71,1904618.17,1875295.6,1892038.6458333333
10,0,92.89,2.978,126.1392,9.199,2010,7,26,4,0,1768172.31,1837636.24,1931406.28,1841184.135,1861165.3408333333
10,0,91.03,3.1,126.1518,9.199,2010,7,27,4,0,1845893.87,1768172.31,1827521.71,1819806.0325,1844900.7158333333
10,0,91.8,2.971,126.1498065,9.199,2010,7,28,4,0,1769793.37,1845893.87,1837636.24,1805373.9475,1840196.71
10,0,88.44,3.112,126.1283548,9.199,2010,7,29,4,0,1828052.47,1769793.37,1768172.31,1802978.005,1840074.2633333334
10,0,85.03,3.017,126.1069032,9.199,2010,7,30,4,0,1831676.03,1828052.47,1845893.87,1818853.935,1843489.383333333
10,0,86.13,3.123,126.0854516,9.199,2010,8,31,4,0,1832664.03,1831676.03,1769793.37,1815546.475,1836092.0391666666
10,0,88.37,3.049,126.064,9.199,2010,8,32,4,0,1949236.09,1832664.03,1828052.47,1860407.155,1847857.0125
10,0,89.88,3.041,126.0766452,9.199,2010,8,33,4,0,1962996.7,1949236.09,1831676.03,1894143.2125000001,1857472.2725
10,0,84.99,3.022,126.0892903,9.199,2010,8,34,4,0,1983190.56,1962996.7,1832664.03,1932021.8450000002,1864019.9716666667
10,0,83.8,3.087,126.1019355,9.199,2010,9,35,4,0,1727565.42,1983190.56,1949236.09,1905747.1925,1847033.2333333334
10,1,84.04,2.961,126.1145806,9.199,2010,9,36,4,0,1766331.45,1727565.42,1962996.7,1860021.0325,1841934.045
10,0,85.52,3.028,126.1454667,9.199,2010,9,37,4,0,1720530.23,1766331.45,1983190.56,1799404.415,1832175.2108333334
10,0,85.75,2.939,126.1900333,9.199,2010,9,38,4,0,1716755.78,1720530.23,1727565.42,1732795.7199999997,1827890.5
10,0,86.01,3.001,126.2346,9.003,2010,10,39,4,0,1655036.75,1716755.78,1766331.45,1714663.5524999998,1811985.74
10,0,77.04,2.924,126.2791667,9.003,2010,10,40,4,0,1645892.97,1655036.75,1720530.23,1684553.9325,1801660.7066666668
10,0,75.48,3.08,126.3266774,9.003,2010,10,41,4,0,1772192.42,1645892.97,1716755.78,1697469.48,1797005.7025
10,0,68.12,3.014,126.3815484,9.003,2010,10,42,4,0,1703850.25,1772192.42,1655036.75,1694243.0975000001,1786353.554166667
10,0,68.76,3.13,126.4364194,9.003,2010,10,43,4,0,1740234.06,1703850.25,1645892.97,1715542.425,1778651.0566666666
10,0,71.04,3.009,126.4912903,9.003,2010,11,44,4,0,1741308.56,1740234.06,1772192.42,1739396.3225,1761323.7625
10,0,61.24,3.13,126.5461613,9.003,2010,11,45,4,0,1832211.96,1741308.56,1703850.25,1754401.2075,1750425.0341666667
10,0,58.83,3.047,126.6072,9.003,2010,11,46,4,0,1895901.59,1832211.96,1740234.06,1802414.0425,1743150.9533333331
10,1,55.33,3.162,126.6692667,9.003,2010,11,47,4,0,1949177.13,1895901.59,1741308.56,1854649.81,1761618.5958333332
10,0,51.17,3.041,126.7313333,9.003,2010,12,48,4,0,2939946.38,1949177.13,1832211.96,2154309.2649999997,1859419.84
10,0,60.51,3.091,126.7934,9.003,2010,12,49,4,0,2251206.64,2939946.38,1895901.59,2259057.935,1903642.8741666668
10,0,59.15,3.125,126.8794839,9.003,2010,12,50,4,0,2411790.21,2251206.64,1949177.13,2388030.09,1961562.41
10,0,57.06,3.236,126.9835806,9.003,2010,12,51,4,0,2811646.85,2411790.21,2939946.38,2603647.52,2057946.585
10,1,49.67,3.148,127.0876774,9.003,2010,12,52,4,0,3749057.69,2811646.85,2251206.64,2805925.3475,2233210.311666667
10,0,43.43,3.287,127.1917742,8.744,2011,1,1,4,0,1707298.14,3749057.69,2411790.21,2669948.2224999997,2227802.4549999996
10,0,49.98,3.312,127.3009355,8.744,2011,1,2,4,0,1714309.9,1707298.14,2811646.85,2495578.145,2228674.0925
10,0,56.75,3.336,127.4404839,8.744,2011,1,3,4,0,1710803.59,1714309.9,3749057.69,2220367.33,2226221.553333333
10,0,53.03,3.231,127.5800323,8.744,2011,1,4,4,0,1677556.18,1710803.59,1707298.14,1702491.9525000001,2220908.855
10,0,44.88,3.348,127.7195806,8.744,2011,2,5,4,0,1715769.05,1677556.18,1714309.9,1704609.68,2211205.279166667
10,1,51.51,3.381,127.859129,8.744,2011,2,6,4,0,1968045.91,1715769.05,1710803.59,1768043.6825,2217217.3058333336
10,0,61.77,3.43,127.99525,8.744,2011,2,7,4,0,2115408.31,1968045.91,1677556.18,1869194.8625,2231069.9041666663
10,0,53.59,3.398,128.13,8.744,2011,2,8,4,0,2106934.55,2115408.31,1715769.05,1976539.4549999998,2161652.2516666665
10,0,56.96,3.674,128.26475,8.744,2011,3,9,4,0,1967996.71,2106934.55,1968045.91,2039596.3699999999,2138051.4241666663
10,0,64.22,3.63,128.3995,8.744,2011,3,10,4,0,1958003.19,1967996.71,2115408.31,2037085.69,2100235.839166667
10,0,70.12,3.892,128.5121935,8.744,2011,3,11,4,0,1933469.15,1958003.19,2106934.55,1991600.9,2027054.3641666665
10,0,62.53,3.716,128.6160645,8.744,2011,3,12,4,0,1884734.31,1933469.15,1967996.71,1936050.8399999999,1871694.0824999998
10,0,67.64,3.772,128.7199355,8.494,2011,4,13,4,0,1815798.85,1884734.31,1958003.19,1898001.375,1880735.8083333336
10,0,73.03,3.818,128.8238065,8.494,2011,4,14,4,0,1827733.18,1815798.85,1933469.15,1865433.8725,1890187.7483333333
10,0,61.05,4.089,128.9107333,8.494,2011,4,15,4,0,1870720.73,1827733.18,1884734.31,1849746.7675,1903514.1766666665
10,0,75.93,3.917,128.9553,8.494,2011,4,16,4,0,1781767.22,1870720.73,1815798.85,1824004.9949999999,1912198.43
10,0,73.38,4.151,128.9998667,8.494,2011,4,17,4,0,2004831.14,1781767.22,1827733.18,1871263.0675,1936286.9375
10,0,73.56,4.193,129.0444333,8.494,2011,5,18,4,0,1873646.34,2004831.14,1870720.73,1882741.3575,1928420.3066666666
10,0,74.04,4.202,129.089,8.494,2011,5,19,4,0,1841369.99,1873646.34,1781767.22,1875403.6724999999,1905583.78
10,0,72.62,3.99,129.0756774,8.494,2011,5,20,4,0,1712995.44,1841369.99,2004831.14,1858210.7275,1872755.5208333333
10,0,78.62,3.933,129.0623548,8.494,2011,5,21,4,0,1720908.01,1712995.44,1873646.34,1787229.945,1852164.7958333332
10,0,81.87,3.893,129.0490323,8.494,2011,6,22,4,0,1743000.38,1720908.01,1841369.99,1754568.4549999998,1834247.8950000003
10,0,84.57,3.981,129.0357097,8.494,2011,6,23,4,0,1792210.89,1743000.38,1712995.44,1742278.68,1822476.3733333333
10,0,87.96,3.935,129.0432,8.494,2011,6,24,4,0,1740063.1,1792210.89,1720908.01,1749045.595,1810420.4391666667
10,0,90.69,3.807,129.0663,8.494,2011,6,25,4,0,1817934.76,1740063.1,1743000.38,1773302.2825,1810598.4316666666
10,0,95.36,3.842,129.0894,8.257,2011,7,26,4,0,1711813.13,1817934.76,1792210.89,1765505.47,1800938.4275
10,0,88.57,3.793,129.1125,8.257,2011,7,27,4,0,1751369.75,1711813.13,1740063.1,1755295.185,1790992.5125000002
10,0,86.01,3.779,129.1338387,8.257,2011,7,28,4,0,1699708.38,1751369.75,1817934.76,1745206.505,1784154.2758333331
10,0,88.59,3.697,129.1507742,8.257,2011,7,29,4,0,1775068.4,1699708.38,1711813.13,1734489.915,1765007.3808333331
10,0,86.75,3.694,129.1677097,8.257,2011,7,30,4,0,1774342.61,1775068.4,1751369.75,1750122.285,1756732.07
10,0,89.8,3.803,129.1846452,8.257,2011,8,31,4,0,1745841.33,1774342.61,1699708.38,1748740.18,1748771.3483333334
10,0,85.61,3.794,129.2015806,8.257,2011,8,32,4,0,1886299.98,1745841.33,1775068.4,1795388.08,1763213.3933333333
10,0,87.4,3.743,129.2405806,8.257,2011,8,33,4,0,1917397.63,1886299.98,1774342.61,1830970.3875,1779587.5283333333
10,0,91.59,3.663,129.2832581,8.257,2011,8,34,4,0,1954849.68,1917397.63,1745841.33,1876097.155,1797241.6366666667
10,0,91.61,3.798,129.3259355,8.257,2011,9,35,4,0,1728399.07,1954849.68,1886299.98,1871736.59,1791923.985
10,1,89.06,3.771,129.3686129,8.257,2011,9,36,4,0,1758587.35,1728399.07,1917397.63,1839808.4324999999,1793467.6725
10,0,77.49,3.784,129.4306,8.257,2011,9,37,4,0,1670579.82,1758587.35,1954849.68,1778103.98,1781188.094166667
10,0,82.51,3.789,129.5183333,8.257,2011,9,38,4,0,1650894.3,1670579.82,1728399.07,1702115.135,1776111.5250000001
10,0,82.27,3.877,129.6060667,8.257,2011,9,39,4,0,1685910.53,1650894.3,1758587.35,1691493.0,1770656.5899999999
10,0,75.01,3.827,129.6938,7.874,2011,10,40,4,0,1627707.31,1685910.53,1670579.82,1658772.9900000002,1764656.5008333335
10,0,70.27,3.698,129.7706452,7.874,2011,10,41,4,0,1788227.6,1627707.31,1650894.3,1688184.935,1765753.1008333333
10,0,77.91,3.842,129.7821613,7.874,2011,10,42,4,0,1704753.02,1788227.6,1685910.53,1701649.6150000002,1759953.968333333
10,0,72.79,3.843,129.7936774,7.874,2011,10,43,4,0,1745928.56,1704753.02,1627707.31,1716654.1225,1759961.2375
10,0,68.57,3.828,129.8051935,7.874,2011,11,44,4,0,1771792.97,1745928.56,1788227.6,1752675.5374999999,1750418.9866666666
10,0,55.28,3.677,129.8167097,7.874,2011,11,45,4,0,1904438.59,1771792.97,1704753.02,1781728.2850000001,1749339.0666666667
10,0,58.97,3.669,129.8268333,7.874,2011,11,46,4,0,2076570.84,1904438.59,1745928.56,1874682.7400000002,1759482.4966666668
10,1,60.68,3.76,129.8364,7.874,2011,11,47,4,0,1869087.85,2076570.84,1771792.97,1905472.5625,1771206.5616666668
10,0,57.29,3.701,129.8459667,7.874,2011,12,48,4,0,2950198.64,1869087.85,1904438.59,2200073.9800000004,1870507.5025000002
10,0,42.58,3.644,129.8555333,7.874,2011,12,49,4,0,2068097.18,2950198.64,2076570.84,2240988.6275000004,1903633.9491666667
10,0,50.53,3.489,129.8980645,7.874,2011,12,50,4,0,2429310.9,2068097.18,1869087.85,2329173.6425,1968501.9991666665
10,0,48.36,3.541,129.9845484,7.874,2011,12,51,4,0,2555031.18,2429310.9,2950198.64,2500659.475,2040928.72
10,1,48.92,3.428,130.0710323,7.874,2011,12,52,4,0,3487986.89,2555031.18,2068097.18,2635106.5375,2195952.018333333
10,0,59.85,3.443,130.1575161,7.545,2012,1,1,4,0,1930690.37,3487986.89,2429310.9,2600754.835,2207823.9158333335
10,0,51.0,3.477,130.244,7.545,2012,1,2,4,0,1683401.78,1930690.37,2555031.18,2414277.555,2206044.6458333335
10,0,54.51,3.66,130.2792258,7.545,2012,1,3,4,0,1711562.73,1683401.78,3487986.89,2203410.4425000004,2203180.8266666667
10,0,53.59,3.675,130.3144516,7.545,2012,1,4,4,0,1675562.94,1711562.73,1930690.37,1750304.455,2195161.6575
10,0,56.85,3.543,130.3496774,7.545,2012,2,5,4,0,1632406.0,1675562.94,1683401.78,1675733.3625,2172492.275
10,1,55.73,3.722,130.3849032,7.545,2012,2,6,4,0,1867403.01,1632406.0,1711562.73,1721733.67,2155061.6225
10,0,54.12,3.781,130.4546207,7.545,2012,2,7,4,0,2218595.8,1867403.01,1675562.94,1848491.9375,2184187.285
10,0,56.02,3.95,130.5502069,7.545,2012,2,8,4,0,2168709.76,2218595.8,1632406.0,1971778.6424999998,2119063.2116666664
10,0,57.62,3.882,130.6457931,7.545,2012,3,9,4,0,2039415.74,2168709.76,1867403.01,2073531.0775,2116673.0916666663
10,0,57.65,3.963,130.7413793,7.545,2012,3,10,4,0,1990371.02,2039415.74,2218595.8,2104273.08,2080094.7683333335
10,0,62.11,4.273,130.8261935,7.545,2012,3,11,4,0,1917483.1,1990371.02,2168709.76,2028994.905,2026965.7616666667
10,0,56.54,4.288,130.8966452,7.545,2012,3,12,4,0,1930814.66,1917483.1,2039415.74,1969521.13,1897201.4091666667
10,0,67.92,4.294,130.9670968,7.545,2012,3,13,4,0,1837457.69,1930814.66,1990371.02,1919031.6175,1889432.0191666668
10,0,65.99,4.282,131.0375484,7.382,2012,4,14,4,0,1815760.42,1837457.69,1917483.1,1875378.9675,1900461.905833333
10,0,70.28,4.254,131.108,7.382,2012,4,15,4,0,2163384.17,1815760.42,1930814.66,1936854.2349999999,1938113.6925
10,0,67.75,4.111,131.1173333,7.382,2012,4,16,4,0,1974687.51,2163384.17,1837457.69,1947822.4474999998,1963040.74
10,0,80.11,4.088,131.1266667,7.382,2012,4,17,4,0,1777166.53,1974687.51,1815760.42,1932749.6575,1975104.1175
10,0,77.02,4.058,131.136,7.382,2012,5,18,4,0,1712987.56,1777166.53,2163384.17,1907056.4425,1962236.163333333
10,0,76.03,4.186,131.1453333,7.382,2012,5,19,4,0,1821364.42,1712987.56,1974687.51,1821551.505,1929133.548333333
10,0,85.19,4.308,131.0983226,7.382,2012,5,20,4,0,1792345.3,1821364.42,1777166.53,1775965.9525000001,1897769.8433333335
10,0,86.03,4.127,131.0287742,7.382,2012,5,21,4,0,1795152.73,1792345.3,1712987.56,1780462.5025,1877414.5925000003
10,0,80.06,4.277,130.9592258,7.382,2012,6,22,4,0,1830939.1,1795152.73,1821364.42,1809950.3875,1864128.5991666664
10,0,86.87,4.103,130.8896774,7.382,2012,6,23,4,0,1767471.48,1830939.1,1792345.3,1796477.1525,1851627.6308333334
10,0,88.58,4.144,130.8295333,7.382,2012,6,24,4,0,1840491.41,1767471.48,1795152.73,1808513.68,1844100.6933333334
10,0,89.92,4.014,130.7929,7.382,2012,6,25,4,0,1811562.88,1840491.41,1830939.1,1812616.2175,1841942.7924999997
10,0,91.36,3.875,130.7562667,7.382,2012,6,26,4,0,1755334.18,1811562.88,1767471.48,1793714.9874999998,1836907.2725
10,0,86.87,3.666,130.7196333,7.17,2012,7,27,4,0,1707481.9,1755334.18,1840491.41,1778717.5925,1798915.4166666667
10,0,89.8,3.723,130.683,7.17,2012,7,28,4,0,1805999.79,1707481.9,1811562.88,1770094.6875,1784858.1066666667
10,0,84.45,3.589,130.7012903,7.17,2012,7,29,4,0,1765571.91,1805999.79,1755334.18,1758596.9449999998,1783891.8883333334
10,0,83.98,3.769,130.7195806,7.17,2012,7,30,4,0,1869967.03,1765571.91,1707481.9,1787255.1575,1796973.5108333335
10,0,84.76,3.595,130.737871,7.17,2012,8,31,4,0,1817603.66,1869967.03,1805999.79,1814785.5975,1796660.1141666665
11,0,71.13,2.78,213.6716815,7.343,2010,4,17,4,0,1283766.55,1323243.35,1446210.26,1380882.1199999999,1402855.1358333332
11,0,75.57,2.835,213.6211778,7.343,2010,5,18,4,0,1239766.89,1283766.55,1470308.32,1329271.2774999999,1378834.99
11,0,77.64,2.854,213.6196139,7.343,2010,5,19,4,0,1312329.78,1239766.89,1323243.35,1289776.6425,1356972.1316666666
11,0,76.97,2.826,213.9116886,7.343,2010,5,20,4,0,1266796.13,1312329.78,1283766.55,1275664.8375,1337263.5841666667
11,0,79.69,2.759,214.2037634,7.343,2010,5,21,4,0,1271646.62,1266796.13,1239766.89,1272634.855,1331867.0816666668
11,0,79.66,2.705,214.4958382,7.343,2010,6,22,4,0,1264272.52,1271646.62,1312329.78,1278761.2625,1318337.9041666666
11,0,82.81,2.668,214.787913,7.343,2010,6,23,4,0,1396322.19,1264272.52,1266796.13,1299759.365,1323707.8233333335
11,0,84.13,2.637,214.7858259,7.343,2010,6,24,4,0,1339570.85,1396322.19,1271646.62,1317953.045,1321654.8108333333
11,0,84.5,2.653,214.6660741,7.343,2010,6,25,4,0,1336522.92,1339570.85,1264272.52,1334172.1199999999,1329229.6983333332
11,0,83.09,2.669,214.5463222,7.346,2010,7,26,4,0,1262025.08,1336522.92,1396322.19,1333610.26,1313880.9333333333
11,0,83.01,2.642,214.4265704,7.346,2010,7,27,4,0,1302600.14,1262025.08,1339570.85,1310179.7475,1299905.2516666667
11,0,84.9,2.623,214.4176476,7.346,2010,7,28,4,0,1280156.47,1302600.14,1336522.92,1295326.1525,1296314.6783333335
11,0,84.57,2.608,214.5564968,7.346,2010,7,29,4,0,1290609.54,1280156.47,1262025.08,1283847.8075,1296884.9275
